text,label,subcategory
"You are brain dead, there is no other explanation for this.",ABUSIVE,insult
"You are a failure at everything you do, it's actually impressive.",ABUSIVE,insult
"Nobody likes you, you are insufferable and repulsive.",ABUSIVE,insult
"You are the worst person I've ever met, bar none.",ABUSIVE,insult
You are a coward and a liar and everyone knows it.,ABUSIVE,insult
"You are utterly useless, a waste of space and air.",ABUSIVE,insult
"Go f*** yourself, I'm done with your garbage.",ABUSIVE,profanity
"You piece of s***, you have no idea what you're talking about.",ABUSIVE,profanity
Shut your stupid mouth before I shut it for you.,ABUSIVE,profanity
You're a dumb b**** who doesn't know anything.,ABUSIVE,profanity
"Get the hell out of my sight, you absolute moron.",ABUSIVE,profanity
You're a complete a**hole and everyone hates you.,ABUSIVE,profanity
"What the f*** is wrong with you, are you insane?",ABUSIVE,profanity
"Go to hell, you worthless piece of trash.",ABUSIVE,profanity
You're a lying sack of crap and nobody believes you.,ABUSIVE,profanity
"I can't stand you, you're the worst kind of scum.",ABUSIVE,profanity
I will ruin your life and make sure everyone knows what you did.,ABUSIVE,harassment
"You better watch yourself, I know people who can make things difficult for you.",ABUSIVE,harassment
"I'm going to make sure you lose your job, your reputation, everything.",ABUSIVE,harassment
"Nobody wants you here, why don't you just disappear forever.",ABUSIVE,harassment
"I'll expose you for the fraud you are, just you wait.",ABUSIVE,harassment
Keep ignoring me and see what happens to you.,ABUSIVE,harassment
You think you can just block me? I'll find other ways to reach you.,ABUSIVE,harassment
You are going to regret every single thing you've done to me.,ABUSIVE,harassment
I'll make sure your family knows what kind of person you really are.,ABUSIVE,harassment
I'm not going to stop until you're completely destroyed.,ABUSIVE,harassment
"Watch your back, because I'm coming for you.",ABUSIVE,threat
You better do what I say or you'll regret it.,ABUSIVE,threat
I swear I will hurt you if you cross me again.,ABUSIVE,threat
You're dead to me and soon you'll be dead to everyone else.,ABUSIVE,threat
Keep talking and see what I do to you.,ABUSIVE,threat
I'll find you no matter where you hide.,ABUSIVE,threat
One more word and you'll be sorry.,ABUSIVE,threat
I know where you live and I'm not afraid to show up.,ABUSIVE,threat
"You'll pay for this, I promise you that.",ABUSIVE,threat
"This isn't a warning, this is a promise — you're finished.",ABUSIVE,threat
"You are such a loser, everyone laughs at you behind your back.",ABUSIVE,bullying
"No wonder you have no friends, you're impossible to like.",ABUSIVE,bullying
"You should just give up, you'll never be good enough.",ABUSIVE,bullying
"Everyone thinks you're a joke, they just don't say it to your face.",ABUSIVE,bullying
"You're so ugly and stupid, it's no surprise people avoid you.",ABUSIVE,bullying
"Kill yourself, no one would even notice you were gone.",ABUSIVE,bullying
You are worthless and the world would be better without you.,ABUSIVE,bullying
"Just quit already, you were never meant to succeed.",ABUSIVE,bullying
"You cry about everything like a little baby, it's embarrassing.",ABUSIVE,bullying
"Nobody wants you here, do everyone a favor and leave.",ABUSIVE,bullying
"People like you don't belong in this country, go back to where you came from.",ABUSIVE,hate_speech
Your kind has always been the root of every problem in society.,ABUSIVE,hate_speech
Women are too emotional to ever be in positions of power.,ABUSIVE,hate_speech
Disabled people are just a burden on the rest of society.,ABUSIVE,hate_speech
Gay people are an abomination and should be ashamed of themselves.,ABUSIVE,hate_speech
"People of that religion are all terrorists, simple as that.",ABUSIVE,hate_speech
That entire race is inferior and history has proven it.,ABUSIVE,hate_speech
Immigrants are stealing jobs and destroying our culture.,ABUSIVE,hate_speech
Trans people are mentally ill and should not be allowed in public.,ABUSIVE,hate_speech
Poor people are poor because they're lazy and deserve it.,ABUSIVE,hate_speech
"This is the dumbest post I've ever seen, delete your account.",ABUSIVE,toxic_online
"No one asked for your opinion, stay in your lane loser.",ABUSIVE,toxic_online
Ratio. You're irrelevant and your take is garbage.,ABUSIVE,toxic_online
"You're so cringe, please log off and never come back.",ABUSIVE,toxic_online
This person is the reason comment sections should be banned.,ABUSIVE,toxic_online
Imagine being this stupid and still posting publicly.,ABUSIVE,toxic_online
"Touch grass, you pathetic basement-dwelling loser.",ABUSIVE,toxic_online
"Your page is a joke, just like you.",ABUSIVE,toxic_online
I can't believe someone as dumb as you has internet access.,ABUSIVE,toxic_online
"Go back to living under your rock, nobody wants your input.",ABUSIVE,toxic_online
